            102	  0.014	102.162	  0.006	 -0.653
            103	  0.004	101.964	  0.005	 -0.661
            104	  0.010	101.569	  0.005	 -0.653
            105	  0.008	101.371	  0.006	 -0.645
            106	  0.012	101.174	  0.006	 -0.637
            107	  0.010	100.581	  0.005	 -0.645
            108	  0.010	100.581	  0.005	 -0.653
            109	  0.028	 99.790	  0.005	 -0.677
            110	  0.036	 99.395	  0.005	 -0.637
            111	  0.032	 99.000	  0.005	 -0.685
            112	  0.018	 99.000	  0.005	 -0.661
            113	  0.008	 97.814	  0.005	 -0.645
            114	  0.060	 98.210	  0.002	 -0.653
            115	  0.168	 96.826	 -0.000	 -0.645
            116	  0.448	 97.419	 -0.005	 -0.677
            117	  0.654	 96.431	 -0.008	 -0.589
            118	  0.856	 96.431	 -0.007	 -0.645
            119	  0.662	 96.036	 -0.004	 -0.613
            120	  0.480	 95.838	  0.002	 -0.669
            121	  0.144	 95.443	  0.009	 -0.637
            122	 -0.162	 95.245	  0.012	 -0.637
            123	 -0.148	 95.245	  0.013	 -0.645
            124	 -0.176	 94.455	  0.012	 -0.645
            125	 -0.092	 94.257	  0.010	 -0.645
            126	 -0.008	 94.257	  0.008	 -0.637
            127	  0.040	 93.665	  0.007	 -0.645
            128	  0.046	 93.467	  0.007	 -0.613
            129	  0.044	 93.269	  0.005	 -0.621
            130	  0.036	 92.677	  0.003	 -0.645
            131	  0.032	 92.479	  0.001	 -0.661
            132	  0.038	 92.677	  0.001	 -0.621
            133	  0.038	 91.886	  0.001	 -0.669
            134	  0.046	 92.084	  0.000	 -0.685
            135	  0.040	 91.491	  0.000	 -0.653
            136	  0.048	 92.084	 -0.000	 -0.710
            137	  0.056	 91.886	  0.001	 -0.492
            138	  0.058	 91.096	  0.004	 -0.694
            139	  0.058	 91.096	  0.004	 -0.621
            140	  0.068	 90.701	  0.006	 -0.661
            141	  0.072	 90.305	  0.007	 -0.621
            142	  0.070	 90.108	  0.009	 -0.685
            143	  0.072	 90.108	  0.008	 -0.645
            144	  0.074	 90.503	  0.008	 -0.661
            145	  0.080	 89.910	  0.007	 -0.702
            146	  0.080	 89.515	  0.007	 -0.669
            147	  0.086	 89.120	  0.004	 -0.694
            148	  0.082	 89.317	  0.004	 -0.710
            149	  0.088	 88.922	  0.002	 -0.702
            150	  0.090	 88.724	  0.002	 -0.645
            151	  0.092	 88.527	  0.001	 -0.653
            152	  0.096	 88.527	  0.002	 -0.661
            153	  0.098	 87.934	  0.002	 -0.645
            154	  0.104	 87.934	  0.003	 -0.621
            155	  0.108	 87.934	  0.003	 -0.677
            156	  0.112	 87.934	  0.004	 -0.669
            157	  0.112	 88.527	  0.005	 -0.718
            158	  0.112	 88.724	  0.006	 -0.685
            159	  0.112	 89.515	  0.007	 -0.702
            160	  0.120	 90.305	  0.007	 -0.677
            161	  0.126	 91.096	  0.007	 -0.677
            162	  0.128	 92.677	  0.006	 -0.677
            163	  0.136	 94.455	  0.006	 -0.661
            164	  0.132	 96.629	  0.003	 -0.629
            165	  0.136	 99.395	  0.001	 -0.661
            166	  0.150	101.569	 -0.000	 -0.653
            167	  0.146	104.533	 -0.001	 -0.677
            168	  0.158	107.695	 -0.001	 -0.677
            169	  0.170	111.251	 -0.001	 -0.669
            170	  0.180	113.227	 -0.002	 -0.661
            171	  0.176	117.180	 -0.003	 -0.702
            172	  0.184	121.527	 -0.004	 -0.645
            173	  0.186	124.096	 -0.003	 -0.669
            174	  0.196	127.257	 -0.005	 -0.669
            175	  0.206	130.221	 -0.004	 -0.637
            176	  0.202	133.186	 -0.005	 -0.637
            177	  0.216	135.952	 -0.003	 -0.613
            178	  0.208	137.928	 -0.003	 -0.653
            179	  0.216	139.706	 -0.003	 -0.581
            180	  0.210	141.683	 -0.004	 -0.661
            181	  0.210	143.066	 -0.004	 -0.613
            182	  0.200	143.461	 -0.006	 -0.637
            183	  0.182	144.647	 -0.005	 -0.637
            184	  0.188	145.042	 -0.006	 -0.621
            185	  0.160	145.437	 -0.006	 -0.629
            186	  0.156	145.437	 -0.007	 -0.645
            187	  0.136	144.647	 -0.005	 -0.629
            188	  0.122	144.054	 -0.006	 -0.637
            189	  0.112	143.659	 -0.007	 -0.613
            190	  0.086	143.066	 -0.009	 -0.653
            191	  0.070	142.275	 -0.008	 -0.589
            192	  0.056	141.485	 -0.008	 -0.661
            193	  0.040	140.497	 -0.008	 -0.653
            194	  0.040	138.916	 -0.008	 -0.645
            195	  0.026	138.323	 -0.008	 -0.677
            196	  0.014	137.335	 -0.008	 -0.677
            197	  0.024	136.150	 -0.008	 -0.645
            198	  0.006	135.359	 -0.008	 -0.637
            199	  0.012	134.371	 -0.008	 -0.637
            200	 -0.000	133.383	 -0.009	 -0.605
            201	  0.002	132.790	 -0.009	 -0.629
            202	  0.014	132.198	 -0.008	 -0.589
            203	 -0.000	131.407	 -0.009	 -0.589
            204	  0.014	131.012	 -0.010	 -0.589
            205	  0.004	130.024	 -0.012	 -0.613
            206	  0.018	129.629	 -0.012	 -0.605
            207	  0.010	129.036	 -0.012	 -0.645
            208	  0.008	128.641	 -0.014	 -0.645
            209	  0.012	128.245	 -0.014	 -0.645
            210	  0.008	127.850	 -0.015	 -0.597
            211	  0.024	127.850	 -0.016	 -0.581
            212	  0.028	127.850	 -0.014	 -0.565
            213	  0.024	127.060	 -0.013	 -0.556
            214	  0.034	127.257	 -0.012	 -0.548
            215	  0.024	126.467	 -0.011	 -0.565
            216	  0.032	126.269	 -0.011	 -0.548
            217	  0.012	125.874	 -0.010	 -0.581
            218	  0.034	125.084	 -0.010	 -0.565
            219	  0.032	125.281	 -0.008	 -0.581
            220	  0.054	124.491	 -0.010	 -0.565
            221	  0.026	123.701	 -0.010	 -0.556
            222	  0.028	123.305	 -0.013	 -0.556
            223	  0.026	121.922	 -0.012	 -0.556
            224	  0.040	121.132	 -0.013	 -0.548
            225	  0.024	119.946	 -0.015	 -0.532
            226	  0.040	118.760	 -0.016	 -0.524
            227	  0.036	117.575	 -0.013	 -0.500
            228	  0.032	116.389	 -0.013	 -0.476
            229	  0.022	115.006	 -0.014	 -0.500
            230	  0.024	114.018	 -0.013	 -0.516
            231	  0.032	112.437	 -0.013	 -0.476
            232	  0.034	111.251	 -0.012	 -0.516
            233	  0.032	110.066	 -0.011	 -0.508
            234	  0.046	109.275	 -0.011	 -0.524
            235	  0.032	108.287	 -0.011	 -0.516
            236	  0.036	106.904	 -0.013	 -0.516
            237	  0.032	106.311	 -0.013	 -0.508
            238	  0.044	105.916	 -0.013	 -0.492
            239	  0.062	105.126	 -0.014	 -0.460
            240	  0.046	104.730	 -0.015	 -0.452
            241	  0.048	104.533	 -0.015	 -0.452
            242	  0.048	104.335	 -0.015	 -0.460
            243	  0.040	104.335	 -0.016	 -0.419
            244	  0.040	104.335	 -0.015	 -0.444
            245	  0.040	104.533	 -0.015	 -0.484
            246	  0.040	104.138	 -0.012	 -0.460
            247	  0.032	104.730	 -0.012	 -0.452
            248	  0.040	104.730	 -0.009	 -0.427
            249	  0.036	104.928	 -0.007	 -0.419
            250	  0.032	105.916	 -0.006	 -0.387
            251	  0.052	105.916	 -0.004	 -0.395
            252	  0.040	105.718	 -0.003	 -0.363
            253	  0.040	106.114	 -0.001	 -0.387
            254	  0.048	106.114	 -0.001	 -0.379
            255	  0.052	106.707	 -0.002	 -0.387
            256	  0.056	106.904	 -0.004	 -0.395
            257	  0.070	106.904	 -0.004	 -0.403
            258	  0.070	107.102	 -0.005	 -0.411
            259	  0.102	106.904	 -0.006	 -0.444
            260	  0.120	106.904	 -0.007	 -0.387
            261	  0.114	107.102	 -0.007	 -0.379
            262	  0.132	106.904	 -0.006	 -0.339
            263	  0.136	106.509	 -0.005	 -0.411
            264	  0.152	106.509	 -0.002	 -0.347
            265	  0.144	106.509	 -0.003	 -0.387
            266	  0.174	105.916	 -0.002	 -0.371
            267	  0.160	105.916	 -0.000	 -0.387
            268	  0.170	105.521	  0.000	 -0.363
            269	  0.180	105.323	 -0.000	 -0.403
            270	  0.192	104.533	  0.001	 -0.411
            271	  0.200	104.533	  0.001	 -0.411
            272	  0.186	103.742	  0.000	 -0.411
            273	  0.160	103.742	  0.001	 -0.355
            274	  0.136	103.150	 -0.001	 -0.355
            275	  0.114	102.359	 -0.002	 -0.355
            276	  0.090	101.964	 -0.002	 -0.355
            277	  0.072	101.964	 -0.002	 -0.363
            278	  0.028	101.174	 -0.002	 -0.371
            279	  0.016	100.778	 -0.004	 -0.363
            280	  0.020	100.581	 -0.004	 -0.355
            281	  0.010	100.186	 -0.003	 -0.363
            282	  0.002	 99.593	 -0.004	 -0.371
            283	  0.002	 99.395	 -0.003	 -0.379
            284	 -0.022	 99.000	 -0.002	 -0.371
            285	 -0.006	 98.802	 -0.003	 -0.339
            286	 -0.000	 98.210	 -0.003	 -0.363
            287	 -0.002	 97.814	 -0.003	 -0.347
            288	 -0.000	 97.419	 -0.004	 -0.355
            289	  0.008	 97.024	 -0.004	 -0.323
            290	  0.002	 96.629	 -0.004	 -0.331
            291	  0.008	 96.036	 -0.006	 -0.323
            292	  0.014	 95.838	 -0.006	 -0.355
            293	  0.008	 95.838	 -0.008	 -0.363
            294	 -0.000	 95.048	 -0.008	 -0.339
            295	  0.014	 95.048	 -0.009	 -0.355
            296	  0.004	 94.257	 -0.009	 -0.355
            297	  0.024	 94.257	 -0.010	 -0.315
            298	  0.032	 93.665	 -0.011	 -0.298
            299	  0.034	 93.467	 -0.012	 -0.323
            300	  0.058	 93.467	 -0.014	 -0.306
            301	  0.038	 92.874	 -0.012	 -0.290
            302	  0.034	 93.269	 -0.011	 -0.298
            303	  0.040	 92.677	 -0.011	 -0.290
            304	  0.116	 92.281	 -0.012	 -0.290
            305	  0.212	 91.886	 -0.017	 -0.298
            306	  0.462	 91.886	 -0.018	 -0.387
            307	  0.656	 91.491	 -0.021	 -0.355
            308	  0.684	 91.491	 -0.017	 -0.323
            309	  0.508	 91.293	 -0.013	 -0.315
            310	  0.264	 91.096	 -0.006	 -0.298
            311	 -0.054	 91.293	 -0.002	 -0.290
            312	 -0.288	 90.701	 -0.001	 -0.258
            313	 -0.234	 90.701	 -0.003	 -0.290
            314	 -0.226	 90.305	 -0.003	 -0.258
            315	 -0.118	 89.713	 -0.007	 -0.290
            316	  0.016	 89.910	 -0.007	 -0.290
            317	  0.064	 89.713	 -0.007	 -0.290
            318	  0.058	 89.317	 -0.008	 -0.250
            319	  0.050	 89.120	 -0.007	 -0.282
            320	  0.052	 88.724	 -0.007	 -0.298
            321	  0.042	 88.922	 -0.006	 -0.266
            322	  0.040	 88.527	 -0.005	 -0.250
            323	  0.058	 88.132	 -0.005	 -0.242
            324	  0.056	 87.934	 -0.004	 -0.250
            325	  0.064	 87.736	 -0.007	 -0.250
            326	  0.076	 87.539	 -0.006	 -0.258
            327	  0.072	 87.539	 -0.006	 -0.242
            328	  0.064	 87.341	 -0.005	 -0.242
            329	  0.080	 87.144	 -0.004	 -0.234
            330	  0.072	 86.748	 -0.004	 -0.250
            331	  0.098	 86.551	 -0.004	 -0.234
            332	  0.090	 86.353	 -0.004	 -0.250
            333	  0.104	 86.156	 -0.005	 -0.226
            334	  0.110	 85.563	 -0.005	 -0.258
            335	  0.092	 85.958	 -0.006	 -0.218
            336	  0.104	 86.156	 -0.006	 -0.234
            337	  0.086	 85.168	 -0.008	 -0.194
            338	  0.122	 85.168	 -0.006	 -0.202
            339	  0.086	 85.365	 -0.007	 -0.185
            340	  0.112	 85.168	 -0.007	 -0.226
            341	  0.100	 84.772	 -0.007	 -0.242
            342	  0.104	 84.575	 -0.006	 -0.258
            343	  0.104	 84.772	 -0.005	 -0.242
            344	  0.102	 84.575	 -0.004	 -0.274
            345	  0.116	 84.377	 -0.005	 -0.242
            346	  0.112	 84.377	 -0.003	 -0.210
            347	  0.116	 84.772	 -0.003	 -0.185
            348	  0.120	 84.772	 -0.004	 -0.177
            349	  0.112	 85.168	 -0.005	 -0.153
            350	  0.130	 85.563	 -0.005	 -0.161
            351	  0.116	 86.748	 -0.005	 -0.177
            352	  0.142	 87.736	 -0.004	 -0.177
            353	  0.124	 88.922	 -0.004	 -0.194
            354	  0.128	 90.305	 -0.003	 -0.169
            355	  0.144	 92.281	 -0.004	 -0.177
            356	  0.150	 94.257	 -0.005	 -0.202
            357	  0.142	 97.024	 -0.002	 -0.194
            358	  0.152	 99.593	 -0.004	 -0.153
            359	  0.168	102.162	 -0.001	 -0.161
            360	  0.154	105.323	 -0.003	 -0.161
            361	  0.168	108.485	 -0.003	 -0.153
            362	  0.176	111.449	 -0.003	 -0.185
            363	  0.178	114.413	 -0.002	 -0.145
            364	  0.186	117.772	 -0.001	 -0.153
            365	  0.182	120.341	 -0.001	 -0.161
            366	  0.192	123.108	  0.001	 -0.169
            367	  0.180	125.874	 -0.000	 -0.161
            368	  0.186	127.850	  0.000	 -0.185
            369	  0.192	130.221	  0.001	 -0.169
            370	  0.176	132.198	 -0.001	 -0.194
            371	  0.172	133.778	 -0.001	 -0.137
            372	  0.172	135.754	 -0.002	 -0.153
            373	  0.158	136.742	 -0.002	 -0.137
            374	  0.160	137.335	 -0.002	 -0.097
            375	  0.146	137.928	 -0.004	 -0.145
            376	  0.138	137.928	 -0.004	 -0.169
            377	  0.108	137.730	 -0.004	 -0.161
            378	  0.100	137.928	 -0.003	 -0.185
            379	  0.086	137.928	 -0.002	 -0.169
            380	  0.092	137.335	 -0.003	 -0.194
            381	  0.060	136.545	 -0.001	 -0.177
            382	  0.072	135.754	 -0.001	 -0.202
            383	  0.052	134.964	  0.001	 -0.161
            384	  0.032	133.186	  0.004	 -0.169
            385	  0.032	132.790	  0.004	 -0.161
            386	  0.008	131.407	  0.005	 -0.161
            387	  0.016	130.814	  0.004	 -0.161
            388	  0.004	129.629	  0.006	 -0.169
            389	  0.008	128.641	  0.006	 -0.161
            390	  0.018	128.048	  0.007	 -0.194
            391	  0.010	126.665	  0.005	 -0.169
            392	 -0.000	125.874	  0.005	 -0.185
            393	 -0.006	125.084	  0.004	 -0.169
            394	  0.008	124.293	  0.003	 -0.153
            395	 -0.008	123.305	  0.003	 -0.161
            396	  0.020	122.910	  0.004	 -0.169
            397	  0.010	122.120	  0.005	 -0.137
            398	  0.022	121.527	  0.007	 -0.113
            399	  0.038	120.934	  0.009	 -0.121
            400	  0.016	120.341	  0.009	 -0.129
            401	  0.016	120.144	  0.010	 -0.105
            402	  0.016	119.748	  0.012	 -0.137
            403	  0.020	119.748	  0.011	 -0.145
            404	  0.028	118.958	  0.010	 -0.145
            405	  0.036	118.365	  0.011	 -0.161
            406	  0.040	118.365	  0.007	 -0.129
            407	  0.040	117.970	  0.008	 -0.145
            408	  0.040	116.784	  0.004	 -0.105
            409	  0.028	116.389	  0.003	 -0.097
            410	  0.056	115.599	  0.001	 -0.105
            411	  0.032	115.401	 -0.001	 -0.113
            412	  0.052	114.611	 -0.001	 -0.089
            413	  0.052	113.030	 -0.002	 -0.105
            414	  0.040	112.042	 -0.002	 -0.105
            415	  0.062	111.054	 -0.002	 -0.129
            416	  0.048	109.275	 -0.001	 -0.113
            417	  0.048	108.090	 -0.001	 -0.137
            418	  0.046	107.497	  0.001	 -0.105
            419	  0.060	106.114	 -0.001	 -0.113
            420	  0.064	104.533	  0.001	 -0.081
            421	  0.050	104.138	  0.002	 -0.097
            422	  0.064	102.952	  0.003	 -0.065
            423	  0.044	102.162	  0.004	 -0.081
            424	  0.056	101.766	  0.003	 -0.056
            425	  0.060	100.976	  0.003	 -0.056
            426	  0.072	100.186	  0.003	 -0.073
            427	  0.060	 99.988	  0.003	 -0.097
            428	  0.040	 99.790	  0.002	 -0.097
            429	  0.052	 99.988	  0.001	 -0.097
            430	  0.046	 99.790	  0.001	 -0.097
            431	  0.048	 99.790	 -0.000	 -0.081
            432	  0.044	100.186	  0.000	 -0.105
            433	  0.064	100.581	  0.001	 -0.089
            434	  0.036	100.581	  0.003	 -0.081
            435	  0.048	100.383	  0.002	 -0.065
            436	  0.048	101.371	  0.002	 -0.081
            437	  0.042	101.964	  0.003	 -0.000
            438	  0.052	101.569	  0.004	 -0.065
            439	  0.048	102.162	  0.003	 -0.056
            440	  0.052	102.952	  0.006	 -0.065
            441	  0.040	102.952	  0.007	 -0.073
            442	  0.046	103.347	  0.008	 -0.065
            443	  0.054	103.742	  0.008	 -0.065
            444	  0.048	103.940	  0.007	 -0.056
            445	  0.050	103.742	  0.007	 -0.048
            446	  0.034	104.730	  0.006	 -0.032
            447	  0.052	104.533	  0.006	 -0.016
            448	  0.036	104.533	  0.006	 -0.032
            449	  0.046	104.138	  0.006	 -0.040
            450	  0.066	103.742	  0.006	 -0.032
            451	  0.044	104.335	  0.005	 -0.065
            452	  0.070	103.940	  0.006	 -0.056
            453	  0.056	103.742	  0.005	 -0.065
            454	  0.064	103.742	  0.003	 -0.056
            455	  0.064	103.347	  0.004	 -0.073
            456	  0.086	102.952	  0.001	 -0.065
            457	  0.078	102.952	  0.002	 -0.065
            458	  0.094	102.359	  0.004	 -0.048
            459	  0.122	101.964	  0.003	 -0.056
            460	  0.128	101.964	  0.003	 -0.032
            461	  0.144	101.569	  0.003	 -0.073
            462	  0.116	101.371	  0.004	 -0.065
            463	  0.156	101.371	  0.005	 -0.097
            464	  0.168	100.581	  0.005	 -0.065
            465	  0.174	100.581	  0.005	 -0.081
            466	  0.162	 99.593	  0.008	 -0.089
            467	  0.156	 99.198	  0.009	 -0.097
            468	  0.150	 98.802	  0.009	 -0.089
            469	  0.148	 98.210	  0.012	 -0.065
            470	  0.190	 97.814	  0.013	 -0.048
            471	  0.160	 97.814	  0.015	 -0.065
            472	  0.144	 97.419	  0.018	 -0.056
            473	  0.128	 96.629	  0.020	 -0.048
            474	  0.106	 96.431	  0.020	 -0.040
            475	  0.082	 96.233	  0.019	 -0.089
            476	  0.064	 95.838	  0.019	 -0.073
            477	  0.040	 95.048	  0.020	 -0.065
            478	  0.038	 94.653	  0.020	 -0.089
            479	  0.028	 94.455	  0.018	 -0.081
            480	  0.026	 94.060	  0.018	 -0.097
            481	  0.020	 93.665	  0.017	 -0.065
            482	  0.020	 93.665	  0.017	 -0.056
            483	 -0.000	 92.677	  0.016	 -0.032
            484	  0.018	 92.479	  0.017	 -0.032
            485	  0.012	 92.677	  0.017	 -0.032
            486	  0.020	 91.886	  0.017	 -0.048
            487	  0.018	 91.886	  0.016	 -0.048
            488	  0.012	 91.293	  0.018	 -0.056
            489	  0.024	 91.293	  0.017	 -0.032
            490	  0.020	 91.096	  0.017	 -0.056
            491	  0.030	 90.503	  0.019	 -0.073
            492	  0.014	 89.910	  0.020	 -0.056
            493	  0.022	 90.305	  0.020	 -0.048
            494	  0.030	 89.515	  0.020	 -0.065
            495	  0.030	 88.922	  0.019	 -0.032
            496	  0.032	 89.317	  0.019	 -0.040
            497	  0.032	 88.724	  0.020	 -0.024
            498	  0.054	 88.724	  0.021	 -0.048
            499	  0.064	 88.329	  0.023	 -0.040
            500	  0.092	 88.132	  0.022	 -0.065
            501	  0.088	 87.736	  0.022	 -0.089
            502	  0.144	 87.736	  0.023	 -0.097
            503	  0.234	 87.736	  0.020	 -0.121
            504	  0.370	 87.539	  0.017	 -0.065
            505	  0.540	 87.539	  0.013	 -0.048
            506	  0.594	 87.144	  0.016	 -0.032
            507	  0.400	 87.144	  0.017	 -0.073
            508	  0.262	 87.341	  0.023	 -0.065
            509	 -0.034	 86.748	  0.026	 -0.048
            510	 -0.350	 86.551	  0.027	 -0.056
            511	 -0.256	 86.551	  0.025	 -0.065
            512	 -0.284	 86.748	  0.023	 -0.056
            513	 -0.164	 86.353	  0.021	 -0.097
            514	 -0.006	 86.353	  0.019	 -0.097
            515	  0.078	 86.551	  0.018	 -0.097
            516	  0.092	 86.353	  0.017	 -0.073
            517	  0.094	 86.551	  0.018	 -0.097
            518	  0.080	 86.353	  0.017	 -0.097
            519	  0.088	 86.551	  0.016	 -0.065
            520	  0.092	 86.353	  0.016	 -0.048
            521	  0.088	 85.958	  0.017	 -0.073
            522	  0.090	 86.353	  0.017	 -0.065
            523	  0.090	 85.958	  0.018	 -0.065
            524	  0.086	 85.958	  0.017	 -0.073
            525	  0.096	 86.353	  0.018	 -0.105
            526	  0.096	 86.156	  0.018	 -0.105
            527	  0.106	 85.563	  0.019	 -0.097
            528	  0.102	 85.958	  0.020	 -0.097
            529	  0.104	 85.958	  0.021	 -0.073
            530	  0.112	 85.958	  0.021	 -0.097
            531	  0.108	 85.563	  0.023	 -0.065
            532	  0.114	 85.563	  0.023	 -0.097
            533	  0.112	 85.563	  0.023	 -0.097
            534	  0.114	 85.365	  0.024	 -0.097
            535	  0.126	 84.970	  0.023	 -0.097
            536	  0.122	 84.970	  0.021	 -0.097
            537	  0.126	 85.168	  0.022	 -0.105
            538	  0.122	 84.180	  0.021	 -0.129
            539	  0.120	 84.772	  0.021	 -0.129
            540	  0.132	 84.772	  0.021	 -0.145
            541	  0.128	 84.575	  0.020	 -0.129
            542	  0.130	 84.575	  0.019	 -0.137
            543	  0.136	 84.377	  0.019	 -0.121
            544	  0.128	 84.180	  0.019	 -0.129
            545	  0.136	 84.772	  0.020	 -0.097
            546	  0.130	 84.377	  0.020	 -0.097
            547	  0.130	 84.575	  0.021	 -0.081
            548	  0.140	 84.772	  0.020	 -0.081
            549	  0.136	 84.772	  0.020	 -0.065
            550	  0.142	 85.563	  0.019	 -0.073
            551	  0.150	 87.144	  0.018	 -0.121
            552	  0.154	 87.736	  0.018	 -0.129
            553	  0.162	 89.317	  0.018	 -0.121
            554	  0.152	 91.689	  0.017	 -0.065
            555	  0.164	 93.467	  0.015	 -0.073
            556	  0.168	 95.641	  0.016	 -0.089
            557	  0.170	 98.210	  0.015	 -0.065
            558	  0.172	100.976	  0.015	 -0.040
            559	  0.182	103.742	  0.013	 -0.073
            560	  0.182	106.707	  0.012	 -0.073
            561	  0.186	110.066	  0.011	 -0.073
            562	  0.198	112.832	  0.011	 -0.105
            563	  0.200	116.389	  0.011	 -0.097
            564	  0.194	118.760	  0.013	 -0.129
            565	  0.190	121.922	  0.011	 -0.097
            566	  0.200	124.491	  0.013	 -0.121
            567	  0.204	127.455	  0.013	 -0.065
            568	  0.200	129.233	  0.012	 -0.121
            569	  0.200	131.209	  0.012	 -0.089
            570	  0.200	132.988	  0.011	 -0.121
            571	  0.198	134.569	  0.011	 -0.097
            572	  0.178	135.557	  0.012	 -0.097
            573	  0.170	136.347	  0.010	 -0.153
            574	  0.154	136.940	  0.011	 -0.129
            575	  0.136	137.533	  0.010	 -0.137
            576	  0.128	137.138	  0.008	 -0.153
            577	  0.118	137.138	  0.009	 -0.145
            578	  0.096	136.347	  0.010	 -0.153
            579	  0.084	135.754	  0.008	 -0.169
            580	  0.074	135.359	  0.008	 -0.169
            581	  0.060	134.174	  0.009	 -0.153
            582	  0.046	133.186	  0.008	 -0.137
            583	  0.044	131.802	  0.008	 -0.161
            584	  0.040	130.221	  0.007	 -0.161
